1	9353890	9354391	319	1718.79426068794	*	4.65
GL000220.1	117725	118226	61443	1677.32828271597	*	4.76
7	47514472	47514973	53443	1592.88192770959	*	4.61
GL000220.1	119212	119713	61444	1520.01740661576	*	4.76
21	44781020	44781521	36919	1506.86132779631	*	3.96
GL000220.1	119926	120427	61445	1500.28724151262	*	4.63
19	6532208	6532709	27317	1465.71865205971	*	4.03
1	207997157	207997658	5031	1436.79853713889	*	4.56
GL000220.1	120805	121306	61446	1371.61780778092	*	3.8
15	34635013	34635514	18379	1311.38465589141	*	3.65
1	249200328	249200829	6094	1248.18156412055	*	3.42
17	4278449	4278950	22653	1224.44905551422	*	5.84
17	8059312	8059813	22869	1220.46723663333	*	3.4
1	145507483	145507984	3075	1211.78486471595	*	3.65
12	6832654	6833155	12426	1178.0966830183	*	3.53
GL000220.1	122933	123434	61447	1169.20818753952	*	3.67
15	64679883	64680384	19122	1157.14442690992	*	3.28
1	156696314	156696815	3610	1154.72370099129	*	3.42
9	37036000	37036501	59251	1154.11168274406	*	4.01
7	1176799	1177300	52348	1151.97226274708	*	3.54
1	228782314	228782815	5617	1111.66215625344	*	3.3
19	40335148	40335649	28514	1100.7675598137	*	4.01
3	183236674	183237175	41887	1099.13640169325	*	3.29
11	58939041	58939542	10305	1097.0114692359	*	3.42
3	15139917	15140418	38660	1094.48550002027	*	3.27
8	128808628	128809129	58251	1074.12289034981	*	3.3
2	133024704	133025205	32273	1072.94136287716	*	3.14
13	77601258	77601759	16002	1061.19186407719	*	3.24
7	150104129	150104630	55653	1061.00179497573	*	3.6
19	1668168	1668669	27031	1052.13248577854	*	3.24
5	54603657	54604158	46251	1049.39302159646	*	3.29
20	523377	523878	34444	1046.98970004336	*	3.25
1	155214327	155214828	3497	1045.75118363369	*	3.03
GL000220.1	123710	124211	61448	1045.75118363369	*	3.65
GL000220.1	126761	127262	61450	1034.90797477669	*	4.6
19	10530309	10530810	27540	1014.22508200163	*	2.98
1	152084900	152085401	3339	1008.82728704344	*	3.25
